"","H","C","region"
"1",0.999963384167403,4.73608520593019e-05,"90"
"2",0.999902546778527,0.000127163331748369,"90"
"3",0.999903059425169,0.000127835787849064,"90"
"4",0.999963896814046,4.80333081599976e-05,"90"
"5",0.999968410980917,3.97507904158941e-05,"95"
"6",0.999889175740209,0.000143686360367218,"95"
"7",0.999890463100827,0.000145375035233904,"95"
"8",0.999969698341534,4.14394652825806e-05,"95"
"9",0.999976076055696,2.96962501788254e-05,"99"
"10",0.999859909694885,0.000182075631023239,"99"
"11",0.999861197055502,0.000183764305889925,"99"
"12",0.999977363416314,3.13849250455118e-05,"99"
"13",0.999982467172107,2.13128046198945e-05,"99.9"
"14",0.999819939102865,0.000234506420981308,"99.9"
"15",0.999821226463483,0.000236195095847994,"99.9"
"16",0.999983754532725,2.30014794865808e-05,"99.9"
"17",0.999939366623366,7.95380150141236e-05,"median"
