"","H","C","region"
"1",0.999963137187763,4.76915829739493e-05,"90"
"2",0.999902071545055,0.00012778431843021,"90"
"3",0.999902582328244,0.000128454253619567,"90"
"4",0.999963647970953,4.83615181633057e-05,"90"
"5",0.999968349613894,4.01035468312754e-05,"95"
"6",0.999889093293488,0.000144054888731242,"95"
"7",0.999890177047953,0.000145476324023065,"95"
"8",0.999969433368359,4.15249821230991e-05,"95"
"9",0.999976180250985,2.98330065215387e-05,"99"
"10",0.999859824587604,0.000182443262512156,"99"
"11",0.999860908342069,0.00018386469780398,"99"
"12",0.99997726400545,3.12544418133624e-05,"99"
"13",0.999982291440037,2.18176671849619e-05,"99.9"
"14",0.999817957740859,0.000237355159482099,"99.9"
"15",0.999819041495324,0.000238776594773922,"99.9"
"16",0.999983375194502,2.32391024767856e-05,"99.9"
"17",0.999939078455903,7.99148428040703e-05,"median"
