"","H","C","region"
"1",0.999963369403926,4.73838797814265e-05,"90"
"2",0.999902558111682,0.000127147215006613,"90"
"3",0.999903070489025,0.000127819276466187,"90"
"4",0.999963881781269,4.80559412410009e-05,"90"
"5",0.99996833370277,3.98583376523792e-05,"95"
"6",0.999890015285504,0.000142584952071728,"95"
"7",0.999891300811421,0.000144271116448019,"95"
"8",0.999969619228687,4.15445020286705e-05,"95"
"9",0.999976289070016,2.94236535493647e-05,"99"
"10",0.999859835035822,0.000182170977688551,"99"
"11",0.999861120561739,0.000183857142064843,"99"
"12",0.999977574595933,3.1109817925656e-05,"99"
"13",0.999982128631387,2.17641733104008e-05,"99.9"
"14",0.99982185206624,0.000231991467005976,"99.9"
"15",0.999823137592157,0.000233677631382267,"99.9"
"16",0.999983414157304,2.34503376866921e-05,"99.9"
"17",0.999939382204565,7.9517377444288e-05,"median"
