"","H","C","D"
"425",0.99998946966078,1.03929924395968e-05,"3"
"426",0.999988793344045,1.10504173051943e-05,"3"
"427",0.999979818748028,1.99031457998299e-05,"3"
"428",0.999954579132447,4.48493539364022e-05,"3"
"429",0.999959442349229,3.99869209954031e-05,"3"
"430",0.999980193942762,1.95453767418959e-05,"3"
"431",0.999998639245013,1.34272452024325e-06,"3"
"432",0.999977624013279,2.20804260650796e-05,"3"
"433",0.999979130802908,2.05955539079847e-05,"3"
"434",0.999987518895856,1.23142729949861e-05,"3"
"435",0.999982771215114,1.6983653171818e-05,"3"
"436",0.999974868401292,2.47522744268836e-05,"3"
"437",0.999968835229471,3.07168336282734e-05,"3"
"438",0.999992805679468,7.09077998738249e-06,"3"
"439",0.999954791746555,4.46225741314945e-05,"3"
"440",0.999985146599311,1.46565754256892e-05,"3"
"441",0.999989218985831,1.06351640654612e-05,"3"
"442",0.999975736714978,2.39473473447023e-05,"3"
"443",0.999993268629215,6.6427717206548e-06,"3"
"444",0.999989888356855,9.97481479823133e-06,"3"
"445",0.999992579124248,7.31970557004418e-06,"3"
"446",0.999958278684806,4.11508509911776e-05,"3"
"447",0.999986642225657,1.31895832022899e-05,"3"
"448",0.999986399789022,1.34208976456997e-05,"3"
"449",0.999973661144622,2.59720161453777e-05,"3"
"450",0.999993900900381,6.01882681441357e-06,"3"
"451",0.999992192184048,7.70013254245185e-06,"3"
"452",0.9999757056058,2.39663203920248e-05,"3"
"453",0.999977697441456,2.20246321808867e-05,"3"
"454",0.999990427053493,9.45040995885855e-06,"3"
"455",0.999981008328045,1.87074926097815e-05,"3"
"456",0.999974051924649,2.56037574503503e-05,"3"
"457",0.999988637383603,1.12184688449546e-05,"3"
"458",0.999990351652852,9.51640282526663e-06,"3"
"459",0.999967229573008,3.23406026400014e-05,"3"
"460",0.999982810895671,1.69599148602988e-05,"3"
"461",0.999962579743992,3.6945638072764e-05,"3"
"462",0.99999532494904,4.61878506741815e-06,"3"
"463",0.99999643309443,3.51977517136535e-06,"3"
"464",0.99998096809085,1.87874334266724e-05,"3"
"465",0.999988189925602,1.16455287484213e-05,"3"
"466",0.999967225665142,3.23120872304407e-05,"3"
"467",0.999983267694445,1.65111033188977e-05,"3"
"468",0.999975328528371,2.44016964608779e-05,"3"
"469",0.999890421662137,0.000108068107931905,"3"
"470",0.999993660083646,6.25500320907258e-06,"3"
"471",0.999986352005806,1.34651755235835e-05,"3"
"472",0.999982675836489,1.70950469112465e-05,"3"
"473",0.999984845129429,1.49527772366522e-05,"3"
"474",0.999978538269585,2.11785273527723e-05,"3"
"475",0.99998236316713,1.74025675637486e-05,"3"
"476",0.999986995301688,1.28130701630458e-05,"3"
"477",0.999988846986548,1.10020905200859e-05,"3"
"478",0.999991877758009,8.01023134696559e-06,"3"
"479",0.999972453744905,2.71935117957888e-05,"3"
"480",0.999990001190426,9.8719217039325e-06,"3"
"481",0.999977578619682,2.21264189160838e-05,"3"
"482",0.999988739395887,1.11110882467026e-05,"3"
"483",0.999989127743135,1.07279185164333e-05,"3"
"484",0.999961765622375,3.7769332092364e-05,"3"
"485",0.999997716891739,2.25395870516241e-06,"3"
"486",0.999975931772865,2.37432228180587e-05,"3"
"487",0.999996694615288,3.26220955833837e-06,"3"
"488",0.999985008777282,1.48097240637004e-05,"3"
"489",0.999990217774368,9.65839297378302e-06,"3"
"490",0.999993465156376,6.44770383280123e-06,"3"
"491",0.999980916516059,1.88149152705195e-05,"3"
"492",0.99998955620587,1.03098423996252e-05,"3"
"493",0.999992780440305,7.1274658461547e-06,"3"
"494",0.999972009955164,2.76229191535238e-05,"3"
"495",0.999998432279831,1.54795852691958e-06,"3"
"496",0.999986070674351,1.37428029962718e-05,"3"
"497",0.999987562118208,1.22721073135446e-05,"3"
"498",0.999977688917666,2.20094813110193e-05,"3"
"499",0.999977142489728,2.25671183431299e-05,"3"
"500",0.99996948105469,3.01335932440743e-05,"3"
"501",0.999987813853662,1.20296998686486e-05,"3"
"502",0.999986246733624,1.35727575158468e-05,"3"
"503",0.999996545546035,3.40950272506061e-06,"3"
"504",0.999982936570988,1.68479056659532e-05,"3"
"505",0.999979449242119,2.0264346453885e-05,"3"
"506",0.999984382461913,1.5401688786133e-05,"3"
"507",0.999982739836801,1.70658460464196e-05,"3"
"508",0.99999478749606,5.14598961439783e-06,"3"
"509",0.999981657464569,1.81246510957244e-05,"3"
"510",0.999987831079043,1.2012773689627e-05,"3"
