"","H","C","region"
"1",0.999481183901685,0.00092460047912489,"90"
"2",0.999817172484019,0.000323231901245401,"90"
"3",0.999819418070319,0.000327251159965563,"90"
"4",0.999483429487984,0.000928619737845053,"90"
"5",0.999637112330193,0.000645512253412729,"95"
"6",0.999825943924146,0.000307532354438381,"95"
"7",0.999828189510445,0.000311551613158543,"95"
"8",0.999639357916493,0.000649531512132892,"95"
"9",0.999670261002219,0.000586181160623094,"99"
"10",0.999842765424957,0.000277424420559996,"99"
"11",0.999844975362666,0.000281379873711864,"99"
"12",0.999672470939928,0.000590136613774962,"99"
"13",0.999688372588586,0.00055400559384625,"99.9"
"14",0.999857260529078,0.000251721808221406,"99.9"
"15",0.999859277415499,0.000255331728863417,"99.9"
"16",0.999690389475007,0.000557615514488261,"99.9"
"17",0.999761672400468,0.000426467141153536,"median"
