"","H","C","region"
"1",0.991970709942772,0.0120895894409576,"90"
"2",0.981181788730562,0.0321294028156483,"90"
"3",0.982742936990099,0.0350291477628943,"90"
"4",0.993531858202309,0.0149893343882036,"90"
"5",0.9909375535598,0.0139279094063176,"95"
"6",0.98012885243,0.0340044628636612,"95"
"7",0.981711726735989,0.0369445627182891,"95"
"8",0.992520427865789,0.0168680092609456,"95"
"9",0.989816078686897,0.0156277262539508,"99"
"10",0.977917027097884,0.0377295442660948,"99"
"11",0.979603069957287,0.0408612738968492,"99"
"12",0.991502121546299,0.0187594558847052,"99"
"13",0.989259875239451,0.0166608428247303,"99.9"
"14",0.975332616938729,0.0425299405480238,"99.9"
"15",0.977018659798132,0.0456616701787782,"99.9"
"16",0.990945918098853,0.0197925724554847,"99.9"
"17",0.986487378251571,0.0245631976651488,"median"
