"","H","C","region"
"1",0.997898325317462,0.00502191102924435,"90"
"2",0.999016853425477,0.00233595099024574,"90"
"3",0.999024937996807,0.00235536474960554,"90"
"4",0.997906409888793,0.00504132478860416,"90"
"5",0.998713952471191,0.00306331747585948,"95"
"6",0.999036807488232,0.00228803461264934,"95"
"7",0.999044892059562,0.00230744837200914,"95"
"8",0.998722037042521,0.00308273123521929,"95"
"9",0.998765026388902,0.00294067191959235,"99"
"10",0.999073594098411,0.0021996976596457,"99"
"11",0.999081678669741,0.0022191114190055,"99"
"12",0.998773110960233,0.00296008567895216,"99"
"13",0.998788424614589,0.00288448495501869,"99.9"
"14",0.999106891527892,0.00211973939632949,"99.9"
"15",0.999114976099222,0.0021391531556893,"99.9"
"16",0.99879650918592,0.0029038987143785,"99.9"
"17",0.9989108739333,0.00260934628957081,"median"
