"","H","C","region"
"1",0.999807478965271,0.000250843992567774,"90"
"2",0.999968413390085,3.97538159559383e-05,"90"
"3",0.999969596494229,4.13056384641494e-05,"90"
"4",0.999808662069415,0.000252395815075985,"90"
"5",0.99985063466074,0.000194238680255772,"95"
"6",0.999972473980564,3.44277288720783e-05,"95"
"7",0.999973657084708,3.59795513802894e-05,"95"
"8",0.999851817764884,0.000195790502763984,"95"
"9",0.999875610868927,0.000161478553245649,"99"
"10",0.999978295578165,2.6791810905816e-05,"99"
"11",0.99997947868231,2.83436334140272e-05,"99"
"12",0.999876793973071,0.00016303037575386,"99"
"13",0.999888915018567,0.000144028120868602,"99.9"
"14",0.999983288250922,2.02431549843718e-05,"99.9"
"15",0.999984471355066,2.17949774925829e-05,"99.9"
"16",0.999890098122712,0.000145579943376814,"99.9"
"17",0.999939461066687,7.94132952075928e-05,"median"
