"","H","C","region"
"1",0.999805923697792,0.000343611577861327,"90"
"2",0.999704988561544,0.000524262286363302,"90"
"3",0.999707036090789,0.000527926893382045,"90"
"4",0.999807971227037,0.00034727618488007,"90"
"5",0.999816769567629,0.000324199962211353,"95"
"6",0.999688598980965,0.000553595870819488,"95"
"7",0.99969064651021,0.00055726047783823,"95"
"8",0.999818817096874,0.000327864569230096,"95"
"9",0.999833866778703,0.000293363094854913,"99"
"10",0.999649837784253,0.000622732722403745,"99"
"11",0.999652017613638,0.000626634116283622,"99"
"12",0.999836046608089,0.000297264488734791,"99"
"13",0.999853221966566,0.000258721754578424,"99.9"
"14",0.999599637553562,0.000712579604058489,"99.9"
"15",0.999601817382947,0.000716480997938366,"99.9"
"16",0.999855401795951,0.000262623148458301,"99.9"
"17",0.999761646074127,0.00042651663941223,"median"
