"","H","C","region"
"1",0.999806165095842,0.000343172589675353,"90"
"2",0.999705946304075,0.00052255286754354,"90"
"3",0.999707991295064,0.000526213169622467,"90"
"4",0.999808210086831,0.00034683289175428,"90"
"5",0.999817233167249,0.000323361996377939,"95"
"6",0.999689318406544,0.000552314919419941,"95"
"7",0.999691363397533,0.000555975221498868,"95"
"8",0.999819278158238,0.000327022298456866,"95"
"9",0.999835270625298,0.000290833282255241,"99"
"10",0.999650580879185,0.000621406993964193,"99"
"11",0.9996527620289,0.000625311004729836,"99"
"12",0.999837451775013,0.000294737293020884,"99"
"13",0.999854011015683,0.000257290107614352,"99.9"
"14",0.999599640438606,0.000712584608707694,"99.9"
"15",0.999601821588321,0.000716488619473338,"99.9"
"16",0.999856192165398,0.000261194118379995,"99.9"
"17",0.999761879826761,0.00042609795115778,"median"
