"","xmin","xmax","ymin","ymax","region"
"1",-16.6122921323087,1.86543692058691,-0.0649227937911676,0.0686317565893932,"90"
"2",-3.13839063015301,2.1950716990524,-0.0649227937911676,0.0686317565893932,"95"
"3",-2.29466573278236,2.80277481423658,-0.0649227937911676,0.0686317565893932,"99"
"4",-1.90813447668677,3.35283777259979,-0.0649227937911676,0.0686317565893932,"99.9"
"5",0.049668615430246,0.049668615430246,9.79641490771177e-05,9.79641490771177e-05,"median"
