"","H","C","region"
"1",0.999000542328019,0.00241414315586863,"90"
"2",0.998823300773264,0.0028395231093598,"90"
"3",0.998814946094425,0.00281947186967788,"90"
"4",0.99899218764918,0.00239409191618671,"90"
"5",0.999026419735461,0.00235203734558297,"95"
"6",0.998796946804375,0.00290277266771391,"95"
"7",0.998788592125536,0.00288272142803199,"95"
"8",0.999018065056622,0.00233198610590105,"95"
"9",0.999067155729306,0.00225427090931384,"99"
"10",0.998741917869114,0.00303484218129149,"99"
"11",0.998733563190275,0.00301479094160957,"99"
"12",0.999058801050467,0.00223421966963192,"99"
"13",0.999104587245615,0.00216443522327027,"99.9"
"14",0.998640706205085,0.00327775030177749,"99.9"
"15",0.998632351526246,0.00325769906209557,"99.9"
"16",0.999096232566776,0.00214438398358835,"99.9"
"17",0.998911607109169,0.00260750775280952,"median"
