"","H","C","region"
"1",0.999000698160848,0.00241351685928285,"90"
"2",0.998822174502958,0.00284227951478108,"90"
"3",0.998813866223806,0.0028223254096827,"90"
"4",0.998992389881695,0.00239356275418446,"90"
"5",0.999027156208705,0.00234997221207608,"95"
"6",0.998794970458061,0.00290761583304993,"95"
"7",0.998786662178908,0.00288766172795155,"95"
"8",0.999018847929553,0.0023300181069777,"95"
"9",0.999068887683955,0.00224974517013969,"99"
"10",0.99874054482295,0.00303833060840789,"99"
"11",0.998732236543798,0.00301837650330951,"99"
"12",0.999060579404803,0.00222979106504131,"99"
"13",0.999103465565699,0.00216669900935013,"99.9"
"14",0.99837349277781,0.00391988441164409,"99.9"
"15",0.998365184498658,0.00389993030654571,"99.9"
"16",0.999095157286546,0.00214674490425174,"99.9"
"17",0.998910433349821,0.00261034675295968,"median"
