"","H","C","region"
"1",0.999000166085334,0.00241495405224141,"90"
"2",0.998821993613711,0.00284267995217864,"90"
"3",0.998813659689653,0.00282267329719124,"90"
"4",0.998991832161275,0.00239494739725401,"90"
"5",0.999025333395209,0.00235453669277317,"95"
"6",0.998795609660055,0.00290601802129246,"95"
"7",0.998787275735996,0.00288601136630506,"95"
"8",0.99901699947115,0.00233453003778577,"95"
"9",0.999066499500574,0.00225571217008452,"99"
"10",0.998740681029108,0.00303788125409212,"99"
"11",0.998732347105049,0.00301787459910472,"99"
"12",0.999058165576516,0.00223570551509712,"99"
"13",0.999102828635148,0.00216849941696957,"99.9"
"14",0.998640733347187,0.00327781850032789,"99.9"
"15",0.998632399423129,0.00325781184534049,"99.9"
"16",0.999094494711089,0.00214849276198217,"99.9"
"17",0.998909719563519,0.00261208173579971,"median"
