"","xmin","xmax","ymin","ymax","region"
"1",-1.67995462353398,1.77384391457116,-0.0350017056933191,0.0350017056933191,"90"
"2",-2.07959859387252,2.33297209551631,-0.0350017056933191,0.0350017056933191,"95"
"3",-2.65539838965111,3.66249512534898,-0.0367948834721412,0.0367948834721412,"99"
"4",-3.29724563927226,5.37323562704484,-0.0367948834721412,0.0367948834721412,"99.9"
"5",-0.122204515830822,-0.122204515830822,-2.71018536870324e-05,-2.71018536870324e-05,"median"
