"","H","C","D","tau"
"1",0.999994167788358,5.75464128634641e-06,3,1
"2",0.999994167788358,5.75464128634641e-06,3,1
"3",0.999994167788358,5.75464128634641e-06,3,1
"4",0.999994167788358,5.75464128634641e-06,3,1
"5",0.999994167788358,5.75464128634641e-06,3,1
"6",0.999994167788358,5.75464128634641e-06,3,1
"7",0.999994167788358,5.75464128634641e-06,3,1
"8",0.999994167788358,5.75464128634641e-06,3,1
"9",0.999994167788358,5.75464128634641e-06,3,1
"10",0.999994167788358,5.75464128634641e-06,3,1
"11",0.999994167788358,5.75464128634641e-06,3,1
"12",0.999994167788358,5.75464128634641e-06,3,1
"13",0.999994167788358,5.75464128634641e-06,3,1
"14",0.999994167788358,5.75464128634641e-06,3,1
"15",0.999994167788358,5.75464128634641e-06,3,1
"16",0.999994167788358,5.75464128634641e-06,3,1
"17",0.999994167788358,5.75464128634641e-06,3,1
"18",0.999994167788358,5.75464128634641e-06,3,1
"19",0.999994167788358,5.75464128634641e-06,3,1
"20",0.999994167788358,5.75464128634641e-06,3,1
"21",0.999994167788358,5.75464128634641e-06,3,1
"22",0.999994167788358,5.75464128634641e-06,3,1
"23",0.999994167788358,5.75464128634641e-06,3,1
"24",0.999994167788358,5.75464128634641e-06,3,1
"25",0.999994167788358,5.75464128634641e-06,3,1
"26",0.999994167788358,5.75464128634641e-06,3,1
"27",0.999994167788358,5.75464128634641e-06,3,1
"28",0.999994167788358,5.75464128634641e-06,3,1
"29",0.999994167788358,5.75464128634641e-06,3,1
"30",0.999994167788358,5.75464128634641e-06,3,1
"31",0.999994167788358,5.75464128634641e-06,3,1
"32",0.999994167788358,5.75464128634641e-06,3,1
"33",0.999994167788358,5.75464128634641e-06,3,1
"34",0.999994167788358,5.75464128634641e-06,3,1
"35",0.999994167788358,5.75464128634641e-06,3,1
"36",0.999994167788358,5.75464128634641e-06,3,1
"37",0.999994167788358,5.75464128634641e-06,3,1
"38",0.999994167788358,5.75464128634641e-06,3,1
"39",0.999994167788358,5.75464128634641e-06,3,1
"40",0.999994167788358,5.75464128634641e-06,3,1
"41",0.999994167788358,5.75464128634641e-06,3,1
"42",0.999994167788358,5.75464128634641e-06,3,1
"43",0.999994167788358,5.75464128634641e-06,3,1
"44",0.999994167788358,5.75464128634641e-06,3,1
"45",0.999994167788358,5.75464128634641e-06,3,1
"46",0.999994167788358,5.75464128634641e-06,3,1
"47",0.999994167788358,5.75464128634641e-06,3,1
"48",0.999994167788358,5.75464128634641e-06,3,1
"49",0.999994167788358,5.75464128634641e-06,3,1
"50",0.999994167788358,5.75464128634641e-06,3,1
"51",0.999994167788358,5.75464128634641e-06,3,1
"52",0.999994167788358,5.75464128634641e-06,3,1
"53",0.999994167788358,5.75464128634641e-06,3,1
"54",0.999994167788358,5.75464128634641e-06,3,1
"55",0.999994167788358,5.75464128634641e-06,3,1
"56",0.999994167788358,5.75464128634641e-06,3,1
"57",0.999994167788358,5.75464128634641e-06,3,1
"58",0.999994167788358,5.75464128634641e-06,3,1
"59",0.999994167788358,5.75464128634641e-06,3,1
"60",0.999994167788358,5.75464128634641e-06,3,1
"61",0.999994167788358,5.75464128634641e-06,3,1
"62",0.999994167788358,5.75464128634641e-06,3,1
"63",0.999994167788358,5.75464128634641e-06,3,1
"64",0.999994167788358,5.75464128634641e-06,3,1
"65",0.999994167788358,5.75464128634641e-06,3,1
"66",0.999994167788358,5.75464128634641e-06,3,1
"67",0.999994167788358,5.75464128634641e-06,3,1
"68",0.999994167788358,5.75464128634641e-06,3,1
"69",0.999994167788358,5.75464128634641e-06,3,1
"70",0.999994167788358,5.75464128634641e-06,3,1
"71",0.999994167788358,5.75464128634641e-06,3,1
"72",0.999994167788358,5.75464128634641e-06,3,1
"73",0.999994167788358,5.75464128634641e-06,3,1
"74",0.999994167788358,5.75464128634641e-06,3,1
"75",0.999994167788358,5.75464128634641e-06,3,1
"76",0.999994167788358,5.75464128634641e-06,3,1
"77",0.999994167788358,5.75464128634641e-06,3,1
"78",0.999994167788358,5.75464128634641e-06,3,1
"79",0.999994167788358,5.75464128634641e-06,3,1
"80",0.999994167788358,5.75464128634641e-06,3,1
"81",0.999994167788358,5.75464128634641e-06,3,1
"82",0.999994167788358,5.75464128634641e-06,3,1
"83",0.999994167788358,5.75464128634641e-06,3,1
