"","H","C","Tau","D"
"111",0.999997650985637,2.31895642981231e-06,10,3
"112",0.999992239045097,7.65510488266584e-06,10,3
"113",0.999961692296682,3.77947667680985e-05,10,3
"114",0.999995673530927,4.26980016773221e-06,10,3
"115",0.999972645324325,2.69774959015411e-05,10,3
"116",0.999989867442679,9.99159685387121e-06,10,3
"117",0.999996960304711,3.00069601833891e-06,10,3
"118",0.999990028161976,9.83703960645429e-06,10,3
"119",0.999992934683308,6.97264929833117e-06,10,3
"120",0.999987745854014,1.20836737652702e-05,10,3
"121",0.999983574209073,1.62234608389161e-05,10,3
"122",0.999985824728253,1.39967547863576e-05,10,3
"123",0.999974228229079,2.5460610855957e-05,10,3
"124",0.999997185224784,2.77821825062677e-06,10,3
"125",0.999985440547586,1.43716126845186e-05,10,3
"126",0.999924622234872,7.43661133013231e-05,10,3
"127",0.99996257323148,3.69936944312479e-05,10,3
"128",0.999971140094264,2.84945511379869e-05,10,3
"129",0.999991478576939,8.40971606472059e-06,10,3
"130",0.999990087894595,9.78168936759521e-06,10,3
"131",0.999986350787339,1.34773382800208e-05,10,3
"132",0.999998622787732,1.35866459147185e-06,10,3
"133",0.999980857469181,1.88750223264354e-05,10,3
"134",0.999995004920222,4.92878899323043e-06,10,3
"135",0.999949723810601,4.96282258734971e-05,10,3
"136",0.999988534702617,1.13161577311495e-05,10,3
"137",0.999931606705133,6.75136880311606e-05,10,3
"138",0.999982853889051,1.69113547402168e-05,10,3
"139",0.999980061817718,1.96856315095269e-05,10,3
"140",0.999964039815922,3.54486043697833e-05,10,3
"141",0.999994426395636,5.50073078373128e-06,10,3
"142",0.999984694625461,1.51026973229407e-05,10,3
"143",0.999978180133365,2.15270680259576e-05,10,3
"144",0.999968795783144,3.07950581339597e-05,10,3
"145",0.999962252458789,3.7184227140616e-05,10,3
"146",0.999994317123737,5.60757870716616e-06,10,3
"147",0.999982722427227,1.70576630942958e-05,10,3
"148",0.999973224131902,2.64727460091419e-05,10,3
"149",0.999981689669342,1.80440298110746e-05,10,3
"150",0.999979057176068,2.06746773694185e-05,10,3
"151",0.999992645711,7.25752730438692e-06,10,3
"152",0.999961165942153,3.83359442505238e-05,10,3
"153",0.999986467468676,1.33568871055307e-05,10,3
"154",0.9999866252334,1.31987411197832e-05,10,3
"155",0.99999671860846,3.23808410603985e-06,10,3
"156",0.999982571446789,1.71805960296889e-05,10,3
"157",0.999986017940592,1.37927637048031e-05,10,3
"158",0.999966240110066,3.33080511227181e-05,10,3
"159",0.999944281279517,5.49892908644079e-05,10,3
"160",0.999988941563925,1.09096936637913e-05,10,3
"161",0.999906552201896,9.2326384919879e-05,10,3
"162",0.99998784287906,1.199032781716e-05,10,3
"163",0.999976050621774,2.3624866310872e-05,10,3
"164",0.999988262922121,1.15802258615382e-05,10,3
"165",0.999994274531187,5.64417779933697e-06,10,3
"166",0.999959142142735,4.03108793572556e-05,10,3
"167",0.999972403661434,2.72299990361178e-05,10,3
"168",0.999977701594705,2.19861115665535e-05,10,3
"169",0.999977349414513,2.23950451461896e-05,10,3
"170",0.999980277623867,1.94554894566663e-05,10,3
"171",0.999996134734374,3.81397922136612e-06,10,3
"172",0.999991019566011,8.86228420081823e-06,10,3
"173",0.999951033276438,4.83888483615575e-05,10,3
"174",0.999986683152573,1.31414718096749e-05,10,3
"175",0.999995247135728,4.69063354729844e-06,10,3
"176",0.999987621088246,1.22160898266265e-05,10,3
"177",0.99993701816559,6.21166321943639e-05,10,3
"178",0.99999261933944,7.28333027829129e-06,10,3
"179",0.999984825205734,1.50000953831616e-05,10,3
"180",0.999970699271985,2.89141680599123e-05,10,3
"181",0.999993270759382,6.64119376456524e-06,10,3
"182",0.999997420114045,2.54627498271597e-06,10,3
"183",0.999987809814606,1.20207420089569e-05,10,3
"184",0.9999763032668,2.33759321952951e-05,10,3
"185",0.999961221970123,3.8260206432996e-05,10,3
"186",0.999987020491912,1.28107910717128e-05,10,3
"187",0.999974652739952,2.50260582664714e-05,10,3
"188",0.999962872821051,3.66249445250879e-05,10,3
"189",0.999972790296243,2.68204564881152e-05,10,3
"190",0.999973513497455,2.6127662558381e-05,10,3
"191",0.999952861985092,4.65709389342454e-05,10,3
"192",0.999985995746784,1.38117344086638e-05,10,3
"193",0.999992440667994,7.45455502210251e-06,10,3
"194",0.999980760397925,1.89856273656237e-05,10,3
"195",0.999982192621895,1.75825913365658e-05,10,3
"196",0.999994595945686,5.33111107785467e-06,10,3
"197",0.999995487856973,4.45468673939639e-06,10,3
"198",0.999964152341736,3.53818231973047e-05,10,3
"199",0.999991530790132,8.36020802457651e-06,10,3
"200",0.999978397574334,2.1313688464137e-05,10,3
"201",0.999990284356343,9.57998925840521e-06,30,3
"202",0.999989481396548,1.03776915615311e-05,30,3
"203",0.999985627218899,1.41688527681194e-05,30,3
"204",0.999965060364156,3.44370851840849e-05,30,3
"205",0.999990523576811,9.35441078471777e-06,30,3
"206",0.999994946874932,4.98912091708831e-06,30,3
"207",0.999986385822585,1.34434129333238e-05,30,3
"208",0.999971605418979,2.80275769242286e-05,30,3
"209",0.999977120254511,2.25939419702983e-05,30,3
"210",0.999992323172355,7.5743465191885e-06,30,3
"211",0.999984398937793,1.53933808106227e-05,30,3
"212",0.99998560735561,1.4204853745622e-05,30,3
"213",0.999974265012734,2.53602690693855e-05,30,3
"214",0.999994853541134,5.08090364145734e-06,30,3
"215",0.999981804645039,1.79561982696095e-05,30,3
"216",0.99999397083454,5.94696199811382e-06,30,3
"217",0.999998347674751,1.63054478759914e-06,30,3
"218",0.999981194453004,1.85460769711195e-05,30,3
"219",0.999969691352874,2.99553306257687e-05,30,3
"220",0.999977095598067,2.25940042795947e-05,30,3
"221",0.999925184679191,7.38384101033728e-05,30,3
"222",0.999990000674878,9.86342616957514e-06,30,3
"223",0.99999722648799,2.73765912378592e-06,30,3
"224",0.999955116443615,4.42897601476392e-05,30,3
"225",0.99998002114911,1.97449592514983e-05,30,3
"226",0.999953162324886,4.62760708910362e-05,30,3
"227",0.99996205628513,3.74957939327808e-05,30,3
"228",0.999954067812117,4.52948848017325e-05,30,3
"229",0.999992841825281,7.0643233564252e-06,30,3
"230",0.999984823687071,1.49865807504816e-05,30,3
"231",0.999984617111628,1.51770855821779e-05,30,3
"232",0.999980533477177,1.92084470601785e-05,30,3
"233",0.99997902980026,2.06743758134058e-05,30,3
"234",0.999915599793598,8.32479824593307e-05,30,3
"235",0.999968406622342,3.11309206195507e-05,30,3
"236",0.999991774641126,8.11401903312569e-06,30,3
"237",0.999981376216899,1.83903440095527e-05,30,3
"238",0.999992143076068,7.74356003147892e-06,30,3
"239",0.999980206602962,1.95333154052533e-05,30,3
"240",0.999990919902283,8.95458393184543e-06,30,3
"241",0.999985060457442,1.47341668537865e-05,30,3
"242",0.999989786986828,1.00704429910843e-05,30,3
"243",0.999940391771418,5.88161794321291e-05,30,3
"244",0.999926256732811,7.29068905747607e-05,30,3
"245",0.999993220027627,6.68668568580919e-06,30,3
"246",0.99999165063551,8.23927608183478e-06,30,3
"247",0.999991258990671,8.62820309857822e-06,30,3
"248",0.999998097109863,1.87755714071921e-06,30,3
"249",0.9999855145991,1.42984240304389e-05,30,3
"250",0.999947971295715,5.13394954758431e-05,30,3
"251",0.999982484666075,1.72795470435508e-05,30,3
"252",0.999981277245879,1.84533915003913e-05,30,3
"253",0.9999394823523,5.96982282662161e-05,30,3
"254",0.999983524667923,1.6257564145699e-05,30,3
"255",0.999992230091937,7.66310328681631e-06,30,3
"256",0.999986477570554,1.33440475459574e-05,30,3
"257",0.9999942799418,5.64907479053748e-06,30,3
"258",0.999990569101936,9.31153630298901e-06,30,3
"259",0.999988171734897,1.16796412105667e-05,30,3
"260",0.999988154851478,1.16900482860961e-05,30,3
"261",0.999993788021418,6.13211033388429e-06,30,3
"262",0.99999445941905,5.46886086326716e-06,30,3
"263",0.999937125475871,6.2053146542341e-05,30,3
"264",0.999980459513287,1.92867751061397e-05,30,3
"265",0.999992317199902,7.58252076724034e-06,30,3
"266",0.999991944862558,7.94684936841598e-06,30,3
"267",0.999849503267671,0.00014848155848072,30,3
"268",0.999973394565177,2.62849661659104e-05,30,3
"269",0.999995939984528,4.0060063249606e-06,30,3
"270",0.999997165174132,2.79728193620996e-06,30,3
"271",0.999956808819182,4.25778504916633e-05,30,3
"272",0.999965135717516,3.43579652164776e-05,30,3
"273",0.999988484176642,1.13582666416657e-05,30,3
"274",0.99995652306658,4.28855965084351e-05,30,3
"275",0.999971965950335,2.76861258766354e-05,30,3
"276",0.999983241383687,1.65496717297149e-05,30,3
"277",0.999992471501628,7.43827029088334e-06,30,3
"278",0.999992902876145,7.00641791088374e-06,30,3
"279",0.999995954067042,3.9944384020839e-06,30,3
"280",0.999976693086911,2.30029740553695e-05,30,3
"281",0.999976461583573,2.32184510550067e-05,30,3
"282",0.999975072236799,2.46085160048442e-05,30,3
"283",0.999965766911763,3.3761526114478e-05,30,3
"284",0.999989771619487,1.00905206257474e-05,30,3
"285",0.999978434149093,2.12652186466618e-05,30,3
"286",0.999953875666851,4.55386808749433e-05,30,3
"287",0.999992405760984,7.49449131719124e-06,30,3
"288",0.999986316661483,1.34861934218652e-05,30,3
"289",0.999974244841392,2.54158172588888e-05,30,3
"290",0.99995866874605,4.08704702086892e-05,30,3
"291",0.999987176464782,1.26646295194737e-05,30,3
"292",0.999963956422459,3.55583005512542e-05,30,3
"293",0.999984997433836,1.48188560182855e-05,30,3
"294",0.999996965057109,2.99545582777664e-06,30,3
"295",0.999991868716938,8.02378612161414e-06,30,3
"296",0.999977299182304,2.24052731883621e-05,30,3
"297",0.999995222683092,4.71467924237922e-06,30,3
"298",0.999981324837027,1.84285961816552e-05,30,3
"299",0.999981367699246,1.83526552000188e-05,30,3
"300",0.999998781504147,1.20235488044657e-06,30,3
"301",0.999977939361251,2.1768180599244e-05,50,3
"302",0.999952610248813,4.68053464514134e-05,50,3
"303",0.999988921354472,1.09335965485197e-05,50,3
"304",0.999969288395785,3.02948100787268e-05,50,3
"305",0.999999518898057,4.74819433037006e-07,50,3
"306",0.999961591344972,3.79303934133015e-05,50,3
"307",0.99999270271044,7.2022085699463e-06,50,3
"308",0.999982319974637,1.7437148011073e-05,50,3
"309",0.999952748781083,4.66307906486786e-05,50,3
"310",0.999987075124959,1.2761370021464e-05,50,3
"311",0.999974726104992,2.49207493984325e-05,50,3
"312",0.999993073372631,6.83866968693627e-06,50,3
"313",0.999979867647681,1.98594491174846e-05,50,3
"314",0.999986593711908,1.32304391892093e-05,50,3
"315",0.99999270364867,7.19883078906605e-06,50,3
"316",0.999990663881035,9.21885307932924e-06,50,3
"317",0.999972051088222,2.75750809749568e-05,50,3
"318",0.9999897443599,1.01187868600596e-05,50,3
"319",0.999994971458407,4.96466147446672e-06,50,3
"320",0.999980681823932,1.90676950656049e-05,50,3
"321",0.999995673946999,4.26985397457867e-06,50,3
"322",0.999903709549368,9.49837912244684e-05,50,3
"323",0.999971415675121,2.8185888648198e-05,50,3
"324",0.999996645177691,3.31061735173651e-06,50,3
"325",0.999998254137278,1.72323784593951e-06,50,3
"326",0.99999378993917,6.12767324177829e-06,50,3
"327",0.999921650332558,7.73082152011541e-05,50,3
"328",0.999983872785072,1.59375986785678e-05,50,3
"329",0.999991216934415,8.67159976665022e-06,50,3
"330",0.99996372704392,3.58373223347223e-05,50,3
"331",0.999945943189179,5.32567513777757e-05,50,3
"332",0.999976045457714,2.36286971201569e-05,50,3
"333",0.999968510332606,3.10437978853151e-05,50,3
"334",0.999953886609288,4.54055275205152e-05,50,3
"335",0.999921752179408,7.72693562000299e-05,50,3
"336",0.999976351603911,2.33386947762201e-05,50,3
"337",0.999990029681607,9.85374135317831e-06,50,3
"338",0.999992118957965,7.77699419634512e-06,50,3
"339",0.999976297273003,2.33833211314926e-05,50,3
"340",0.999993954591858,5.96689294796023e-06,50,3
"341",0.999965810322126,3.374046972153e-05,50,3
"342",0.999962648549528,3.68624836607565e-05,50,3
"343",0.999957450902954,4.20332718314862e-05,50,3
"344",0.999983706286258,1.60592761795449e-05,50,3
"345",0.999990336857861,9.54037025903632e-06,50,3
"346",0.999923116594765,7.58520364179463e-05,50,3
"347",0.999981433756601,1.83229403865646e-05,50,3
"348",0.999998193248389,1.78284480700781e-06,50,3
"349",0.999985348688002,1.44449981826113e-05,50,3
"350",0.99996740390552,3.21512945456373e-05,50,3
"351",0.999993865594662,6.05550198313697e-06,50,3
"352",0.999981388908551,1.83627536106825e-05,50,3
"353",0.9999792505922,2.04815529786024e-05,50,3
"354",0.999954714686838,4.47009276223734e-05,50,3
"355",0.999996825346551,3.13217770047132e-06,50,3
"356",0.999941870183264,5.73827360896505e-05,50,3
"357",0.99999195200991,7.94382330474513e-06,50,3
"358",0.999988653895087,1.11981151012402e-05,50,3
"359",0.99999603080859,3.91745650615063e-06,50,3
"360",0.999983080085935,1.67001728260763e-05,50,3
"361",0.999984344231752,1.54361258022768e-05,50,3
"362",0.999974785790606,2.49092794578906e-05,50,3
"363",0.999998729258842,1.25417492538936e-06,50,3
"364",0.999982257433403,1.75191016707963e-05,50,3
"365",0.999903214003809,9.55011488525352e-05,50,3
"366",0.999979476124798,2.0253218021568e-05,50,3
"367",0.999974869023721,2.48066351047612e-05,50,3
"368",0.999979649236618,2.00931969231794e-05,50,3
"369",0.999973295339156,2.63523626391646e-05,50,3
"370",0.999992753552179,7.15150176179777e-06,50,3
"371",0.999992497533512,7.40439646472942e-06,50,3
"372",0.999960769962364,3.87587624295023e-05,50,3
"373",0.999965468381689,3.40752226647122e-05,50,3
"374",0.999993963658813,5.96010918351441e-06,50,3
"375",0.999964069649186,3.54118329091732e-05,50,3
"376",0.999981708782293,1.80519017002125e-05,50,3
"377",0.99995886613247,4.05899680999013e-05,50,3
"378",0.999992012895488,7.88755048052921e-06,50,3
"379",0.999981155477299,1.85948203613074e-05,50,3
"380",0.999997504325565,2.4642087646327e-06,50,3
"381",0.999989264771588,1.05898125667276e-05,50,3
"382",0.999996688427321,3.26783158102235e-06,50,3
"383",0.999985141583384,1.46367929589878e-05,50,3
"384",0.999980996151999,1.87803184979089e-05,50,3
"385",0.999966502262083,3.30200653057608e-05,50,3
"386",0.999992704266061,7.19791490813417e-06,50,3
"387",0.999991736174535,8.15780879047426e-06,50,3
"388",0.999992520220062,7.3801033646324e-06,50,3
"389",0.999998107466435,1.86801922915917e-06,50,3
"390",0.999979541307487,2.02044974276172e-05,50,3
"391",0.999914588087158,8.43202595957349e-05,50,3
"392",0.999997353506329,2.61114855815657e-06,50,3
"393",0.99999625882839,3.69140623163277e-06,50,3
"394",0.999981992014073,1.77534129429584e-05,50,3
"395",0.999963640357692,3.58787576475839e-05,50,3
"396",0.999987978034404,1.1861458872037e-05,50,3
"397",0.999996455617932,3.4963265053152e-06,50,3
"398",0.999957897812016,4.15646523398837e-05,50,3
"399",0.999904109267927,9.49591266361697e-05,50,3
"400",0.999991273964213,8.61504967187502e-06,50,3
"401",0.999940302447814,7.83188884296952e-05,1,4
"402",0.999905552586529,0.000124025090440853,1,4
"403",0.999897525847225,0.000134283914414296,1,4
"404",0.999913351013331,0.000113497829483637,1,4
"405",0.999943240950648,7.43460901120444e-05,1,4
"406",0.999946322181199,7.04968507844208e-05,1,4
"407",0.999941606026311,7.67751393845674e-05,1,4
"408",0.999931441585169,8.98857506564516e-05,1,4
"409",0.999960921752421,5.131944853753e-05,1,4
"410",0.999940389934604,7.81186765825583e-05,1,4
"411",0.999970239705861,3.90485947180886e-05,1,4
"412",0.999896478397698,0.00013571026810229,1,4
"413",0.999945736250912,7.11151599822521e-05,1,4
"414",0.999966014758085,4.44727959628201e-05,1,4
"415",0.999913516773765,0.000113297661308237,1,4
"416",0.999915460103336,0.000110723562872585,1,4
"417",0.999921830900422,0.000102613919746781,1,4
"418",0.999931893853801,8.92793318180045e-05,1,4
"419",0.999932616075237,8.857506958822e-05,1,4
"420",0.999957874439451,5.51830173326509e-05,1,4
"421",0.999932317846652,8.84838818322031e-05,1,4
"422",0.99991134827023,0.000116206691413161,1,4
"423",0.99994053867089,7.78663134617211e-05,1,4
"424",0.999897375359851,0.000134861732248811,1,4
"425",0.99995291364451,6.17380729164682e-05,1,4
"426",0.999944467400952,7.29021054918903e-05,1,4
"427",0.999967843280738,4.21743317043324e-05,1,4
"428",0.999960494517023,5.18328779271727e-05,1,4
"429",0.999875566140031,0.000163568295394485,1,4
"430",0.999951882269636,6.30145923625721e-05,1,4
"431",0.999947551113115,6.86969184179877e-05,1,4
"432",0.99992829711327,9.36296210160246e-05,1,4
"433",0.999949363852694,6.63650257006542e-05,1,4
"434",0.99992917592686,9.29560394507424e-05,1,4
"435",0.999968245756185,4.16500843906008e-05,1,4
"436",0.999948345646988,6.78149026735501e-05,1,4
"437",0.99994000210542,7.86587045709121e-05,1,4
"438",0.999929811273472,9.20590328508682e-05,1,4
"439",0.999970349148759,3.89340939709691e-05,1,4
"440",0.999919338854686,0.000105724448295123,1,4
"441",0.999940941467928,7.74697653608871e-05,1,4
"442",0.999956798033362,5.67282935837075e-05,1,4
"443",0.999917850510627,0.000107707869620523,1,4
"444",0.999945535341328,7.13892279188833e-05,1,4
"445",0.999939422490221,7.94853234024835e-05,1,4
"446",0.999930749850656,9.08425297063944e-05,1,4
"447",0.999945037351715,7.1855854059316e-05,1,4
"448",0.999937404070995,8.21316021551333e-05,1,4
"449",0.999938411172295,8.07913895726873e-05,1,4
"450",0.999934803100236,8.55571356796753e-05,1,4
"451",0.999950071099907,6.54449545444469e-05,1,4
"452",0.999922547164758,0.000101569115349976,1,4
"453",0.999918798276722,0.000106445894674028,1,4
"454",0.999931177265018,9.01030885640191e-05,1,4
"455",0.999964931034066,4.59691655976155e-05,1,4
"456",0.999926849712937,9.60244218454768e-05,1,4
"457",0.99995411500474,6.01768740212602e-05,1,4
"458",0.999950516715186,6.50037580846222e-05,1,4
"459",0.999933139086833,8.75553491178979e-05,1,4
"460",0.999847614134409,0.000199660214910882,1,4
"461",0.999901150246681,0.000130209739791461,1,4
"462",0.999936090953974,8.38349019330974e-05,1,4
"463",0.999965914065514,4.47598090021426e-05,1,4
"464",0.999951733116228,6.33559100573537e-05,1,4
"465",0.999946791273543,6.97543629963603e-05,1,4
"466",0.999930960435773,9.04927316038497e-05,1,4
"467",0.999906665514833,0.000122538508643282,1,4
"468",0.999954095389769,6.02191210506759e-05,1,4
"469",0.999898253463898,0.000133536968041137,1,4
"470",0.999960082825462,5.22233992415403e-05,1,4
"471",0.999956367786223,5.72543049582898e-05,1,4
"472",0.999944225952816,7.32465864595916e-05,1,4
"473",0.999945171108998,7.21186043445945e-05,1,4
"474",0.999939830946985,7.89160730410717e-05,1,4
"475",0.999946762878999,6.97858312339562e-05,1,4
"476",0.999905393130806,0.000124214413318915,1,4
"477",0.999950946720253,6.42667736867023e-05,1,4
"478",0.999937920972254,8.14671206645602e-05,1,4
"479",0.999942924379573,7.49653819409081e-05,1,4
"480",0.999911415635359,0.000116112227076463,1,4
"481",0.999898154418225,0.000133440220407333,1,4
"482",0.999912503669775,0.000114404139361594,1,4
"483",0.999930931107837,9.07300687257692e-05,1,4
"484",0.999950384492369,6.51748046135732e-05,1,4
"485",0.999894387038957,0.000138443944788189,1,4
"486",0.999929347785737,9.27712591747746e-05,1,4
"487",0.999925452698451,9.79702461100295e-05,1,4
"488",0.99995231097282,6.24940667436181e-05,1,4
"489",0.999946886950568,6.95979205985043e-05,1,4
"490",0.999924059018922,9.97958486832535e-05,1,4
"491",0.999960692181671,5.15906323622662e-05,1,4
"492",0.999970294818233,3.89693067951504e-05,1,4
"493",0.999874371014862,0.000164854269016719,1,4
"494",0.999935068072701,8.51906870132863e-05,1,4
"495",0.999937116977142,8.25193191987925e-05,1,4
"496",0.999937661795731,8.1723241135738e-05,1,4
"497",0.999923226507555,0.000100632576850939,1,4
"498",0.999902814820855,0.000127766765842123,1,4
"499",0.999925958894774,9.71688127185087e-05,1,4
"500",0.999945010511631,7.20094758975412e-05,1,4
"501",0.999956574023218,5.68382293485299e-05,10,4
"502",0.999914060346698,0.000112498077066204,10,4
"503",0.999960318551479,5.20279616561162e-05,10,4
"504",0.999941932505414,7.60398230941318e-05,10,4
"505",0.999974516630432,3.3452371713764e-05,10,4
"506",0.999927287449654,9.4999162762915e-05,10,4
"507",0.999906904469074,0.000122271682748144,10,4
"508",0.999931133834635,9.02189599151148e-05,10,4
"509",0.999933102576818,8.77896522820005e-05,10,4
"510",0.999951415702313,6.38348495893738e-05,10,4
"511",0.999962228680448,4.9529368543398e-05,10,4
"512",0.999933066736509,8.79363356429529e-05,10,4
"513",0.999959116352464,5.35745202762657e-05,10,4
"514",0.999972593643583,3.60325725850454e-05,10,4
"515",0.999931567799569,8.9817408266819e-05,10,4
"516",0.999918535286446,0.000106987408597719,10,4
"517",0.999910523643229,0.000117460240221266,10,4
"518",0.999945162904585,7.201273603889e-05,10,4
"519",0.999950976426928,6.44719292338821e-05,10,4
"520",0.999933798935566,8.67916208262133e-05,10,4
"521",0.999932181961609,8.88982400465046e-05,10,4
"522",0.999926117891771,9.68525354743918e-05,10,4
"523",0.999956032816462,5.76720461260129e-05,10,4
"524",0.999918959141299,0.000106375577913703,10,4
"525",0.999917292848862,0.000108637913884788,10,4
"526",0.999931124993459,9.05598337483389e-05,10,4
"527",0.999921555406678,0.000102876638297828,10,4
"528",0.999922149308559,0.000102216089115227,10,4
"529",0.999865712473489,0.000176798023972582,10,4
"530",0.999918832900277,0.000106509570578657,10,4
"531",0.999959521049064,5.32950542916893e-05,10,4
"532",0.999918695904252,0.000106677139957324,10,4
"533",0.999843237410913,0.000205726546176893,10,4
"534",0.99993996110008,7.88477985594836e-05,10,4
"535",0.999949710478013,6.59426421425252e-05,10,4
"536",0.999912206551988,0.00011509936956569,10,4
"537",0.999928490163838,9.35237081924388e-05,10,4
"538",0.999887454466517,0.000147453067990321,10,4
"539",0.99990864045712,0.000119880198627465,10,4
"540",0.999944238812609,7.31625965262328e-05,10,4
"541",0.99992741892489,9.50809110140313e-05,10,4
"542",0.999950731124806,6.44582016286023e-05,10,4
"543",0.999904206340875,0.000125578275757247,10,4
"544",0.999942353007858,7.56802683193967e-05,10,4
"545",0.999905643060668,0.000123636757061463,10,4
"546",0.999950160365305,6.52940272239074e-05,10,4
"547",0.999944655212139,7.25741836034297e-05,10,4
"548",0.999951156550189,6.40498668210289e-05,10,4
"549",0.999949580102099,6.61594613603598e-05,10,4
"550",0.999904902613188,0.000125000054592161,10,4
"551",0.99992311630811,0.000101001047289677,10,4
"552",0.999961748767987,5.02562986370262e-05,10,4
"553",0.99995087722269,6.44562112683706e-05,10,4
"554",0.999940800845269,7.74891097296289e-05,10,4
"555",0.99993203685059,8.92139645792304e-05,10,4
"556",0.999954071943618,6.0245180122096e-05,10,4
"557",0.999945656680146,7.13837034419454e-05,10,4
"558",0.999940161656516,7.84216628272616e-05,10,4
"559",0.999941106780873,7.73743680213906e-05,10,4
"560",0.999944881999982,7.2197769528083e-05,10,4
"561",0.99995714666154,5.62556648277462e-05,10,4
"562",0.999967807124601,4.21890428510301e-05,10,4
"563",0.999944299685753,7.31553476839351e-05,10,4
"564",0.999937325810606,8.23008206399147e-05,10,4
"565",0.999950194403964,6.54331461222771e-05,10,4
"566",0.99993715967521,8.23363597850719e-05,10,4
"567",0.99994877550242,6.73916597610872e-05,10,4
"568",0.99992569662572,9.73766263218037e-05,10,4
"569",0.999973621185503,3.46112343789435e-05,10,4
"570",0.999936615378957,8.31729373532902e-05,10,4
"571",0.999939968158336,7.88217103150179e-05,10,4
"572",0.999962854737215,4.8704898285503e-05,10,4
"573",0.999954361213149,5.99457687850055e-05,10,4
"574",0.999931096701273,9.03073548903445e-05,10,4
"575",0.999919467734789,0.000105536642784337,10,4
"576",0.999952391997892,6.24674625373683e-05,10,4
"577",0.9998937752766,0.000139457949720195,10,4
"578",0.99995005725528,6.55114143897968e-05,10,4
"579",0.999930877835649,9.07377253060213e-05,10,4
"580",0.999947328255699,6.92615683462934e-05,10,4
"581",0.999958859595397,5.3885374907311e-05,10,4
"582",0.999913543633318,0.000113435518773611,10,4
"583",0.999954309109532,5.9984567497042e-05,10,4
"584",0.999895398192408,0.000137079644600618,10,4
"585",0.99988530679985,0.000150710536857154,10,4
"586",0.999948200422435,6.79378998314263e-05,10,4
"587",0.999917203664711,0.000108673230671537,10,4
"588",0.999927532322145,9.50251422306066e-05,10,4
"589",0.999916779397924,0.000109316983932721,10,4
"590",0.999967742397922,4.24264501481565e-05,10,4
"591",0.999941268057751,7.71274424920462e-05,10,4
"592",0.999914073715232,0.000112748771040244,10,4
"593",0.999954246748374,5.99900270487399e-05,10,4
"594",0.999938764074509,8.02734078419013e-05,10,4
"595",0.999929991616681,9.1730596852027e-05,10,4
"596",0.999950051297497,6.54860964739611e-05,10,4
"597",0.999888507772052,0.000146362761187459,10,4
"598",0.999959115997449,5.37004238438992e-05,10,4
"599",0.999926854836371,9.5734857823122e-05,10,4
"600",0.999923973295509,9.9626891933954e-05,10,4
"601",0.999931957512254,8.95088598586724e-05,30,4
"602",0.999960164066998,5.22196928117444e-05,30,4
"603",0.999943550983177,7.39975303836003e-05,30,4
"604",0.999909842372117,0.000118380242389019,30,4
"605",0.999942678034352,7.5181561202172e-05,30,4
"606",0.999954746438421,5.93309527399904e-05,30,4
"607",0.999895230172013,0.00013756440771539,30,4
"608",0.999972405539109,3.6190041535451e-05,30,4
"609",0.999933853335112,8.66560471419486e-05,30,4
"610",0.999941543394598,7.68047807791476e-05,30,4
"611",0.999944486162293,7.28574740589924e-05,30,4
"612",0.999966676356017,4.37447382032934e-05,30,4
"613",0.99992283759304,0.000101280290444,30,4
"614",0.999952741078937,6.19304297976186e-05,30,4
"615",0.999968033104297,4.19500823683427e-05,30,4
"616",0.999947650745757,6.87322048168546e-05,30,4
"617",0.999936976043163,8.28527653120721e-05,30,4
"618",0.999948750867057,6.72348014926678e-05,30,4
"619",0.999939280975456,7.95963026121397e-05,30,4
"620",0.999893927170885,0.00013918065597743,30,4
"621",0.999907418734688,0.000121530159013341,30,4
"622",0.999946188281866,7.05348368789608e-05,30,4
"623",0.999954259512245,6.01624710755458e-05,30,4
"624",0.999930952396764,9.06512782516589e-05,30,4
"625",0.999956173796014,5.75401293151013e-05,30,4
"626",0.999928248980683,9.39114702521549e-05,30,4
"627",0.999948353845709,6.75752920909706e-05,30,4
"628",0.999911590294368,0.000116149395334809,30,4
"629",0.999890230086191,0.000143885817242944,30,4
"630",0.999968640362217,4.11948571296496e-05,30,4
"631",0.999968499099653,4.13373507636246e-05,30,4
"632",0.999951290718721,6.40647340938973e-05,30,4
"633",0.999979982127423,2.62471781918224e-05,30,4
"634",0.999899535380648,0.000132022837483293,30,4
"635",0.999925858315156,9.71810400111084e-05,30,4
"636",0.999932787463995,8.83867571652116e-05,30,4
"637",0.99994977883383,6.58753388938205e-05,30,4
"638",0.999912437111205,0.000114946420962583,30,4
"639",0.99995912754686,5.35612885151673e-05,30,4
"640",0.999957269792908,5.61793495002593e-05,30,4
"641",0.999957399892053,5.58278381941548e-05,30,4
"642",0.999946321737813,7.04332297839123e-05,30,4
"643",0.999930566254954,9.11454379769595e-05,30,4
"644",0.999938875828589,8.01398483967392e-05,30,4
"645",0.999947042930702,6.9497023895077e-05,30,4
"646",0.999943464663379,7.4279156632409e-05,30,4
"647",0.999940652248715,7.78536814591156e-05,30,4
"648",0.999944649069971,7.25255813315299e-05,30,4
"649",0.999953867139087,6.04424232770277e-05,30,4
"650",0.999925888106069,9.70489378129484e-05,30,4
"651",0.999942555471583,7.54426988935178e-05,30,4
"652",0.999950412429862,6.50963282447794e-05,30,4
"653",0.999941237225458,7.70826765501202e-05,30,4
