"","H","C","region"
"1",0.999995589168401,4.22905205666169e-06,"90"
"2",0.99995861916238,4.07149218453088e-05,"90"
"3",0.999958743780936,4.08379084741558e-05,"90"
"4",0.999995713786957,4.35203868550871e-06,"90"
"5",0.999997011571475,2.78287125995215e-06,"95"
"6",0.999948624894044,5.05359068224981e-05,"95"
"7",0.999948792479903,5.07012980811545e-05,"95"
"8",0.999997179157334,2.94826251860856e-06,"95"
"9",0.99999872469092,9.93734423174987e-07,"99"
"10",0.999922548365125,7.61725023780274e-05,"99"
"11",0.999922815708688,7.64363449763763e-05,"99"
"12",0.999998992034484,1.25757702152384e-06,"99"
"13",0.99999947307434,1.78607343553986e-07,"99.9"
"14",0.999879735476859,0.000118348195630953,"99.9"
"15",0.999880080380121,0.000118688582253687,"99.9"
"16",0.999999817977601,5.18993966288397e-07,"99.9"
"17",0.999985442788255,1.43660866127484e-05,"median"
