"","H","C","region"
"1",0.999995626230714,4.19202729705462e-06,"90"
"2",0.99995868347453,4.06497532596806e-05,"90"
"3",0.999958808942774,4.07735742012174e-05,"90"
"4",0.999995751698958,4.31584823859141e-06,"90"
"5",0.999997058188581,2.73837237931304e-06,"95"
"6",0.999948568956348,5.0590977963802e-05,"95"
"7",0.999948735460933,5.07552964709795e-05,"95"
"8",0.999997224693167,2.9026908864905e-06,"95"
"9",0.999998719096035,9.97833964862223e-07,"99"
"10",0.999923233471372,7.5492389929757e-05,"99"
"11",0.99992350276288,7.57581458459849e-05,"99"
"12",0.999998988387544,1.26358988109009e-06,"99"
"13",0.999999454601171,1.94054765110881e-07,"99.9"
"14",0.999877182220332,0.000120861092469135,"99.9"
"15",0.999877530479309,0.000121204779070921,"99.9"
"16",0.999999802860148,5.3774136689684e-07,"99.9"
"17",0.999985379683332,1.44281465947919e-05,"median"
