"","H","C","region"
"1",0.999995637172439,4.18134248477737e-06,"90"
"2",0.999959101803929,4.0236255087142e-05,"90"
"3",0.999959227604809,4.03604016306853e-05,"90"
"4",0.999995762973319,4.30548902832072e-06,"90"
"5",0.999997050907006,2.74650203755587e-06,"95"
"6",0.999948771884463,5.03906345405573e-05,"95"
"7",0.999948937911435,5.05544781856554e-05,"95"
"8",0.999997216933978,2.910345682654e-06,"95"
"9",0.999998743027078,9.7372075902235e-07,"99"
"10",0.999922629883107,7.6085943946836e-05,"99"
"11",0.999922900194786,7.63527009105112e-05,"99"
"12",0.999999013338757,1.24047772269758e-06,"99"
"13",0.999999462624316,1.84787815691125e-07,"99.9"
"14",0.999885405136754,0.000112742370054667,"99.9"
"15",0.999885755297199,0.00011308792573862,"99.9"
"16",0.999999812784761,5.30343499644029e-07,"99.9"
"17",0.999985481018144,1.43280136294543e-05,"median"
