"","H","C","region"
"1",0.999995681025714,4.15287191817184e-06,"90"
"2",0.999959220698176,4.01353184720115e-05,"90"
"3",0.999959330760537,4.02439382594356e-05,"90"
"4",0.999995791088075,4.26149170559595e-06,"90"
"5",0.999997050275906,2.74518555805305e-06,"95"
"6",0.999948771969556,5.03907141434322e-05,"95"
"7",0.999948939163494,5.05557166912239e-05,"95"
"8",0.999997217469844,2.91018810584478e-06,"95"
"9",0.999998709837161,1.0078617842284e-06,"99"
"10",0.999922547651438,7.61717991986925e-05,"99"
"11",0.999922815681201,7.64363159287998e-05,"99"
"12",0.999998977866923,1.27237851433564e-06,"99"
"13",0.999999455509862,1.94947646534274e-07,"99.9"
"14",0.999875302778143,0.000122720424931647,"99.9"
"15",0.999875648845612,0.000123061956537783,"99.9"
"16",0.999999801577331,5.36479252670812e-07,"99.9"
"17",0.999985427857039,1.43807753422108e-05,"median"
