"","H","C","region"
"1",0.999995562672645,4.25545942391057e-06,"90"
"2",0.999959021922395,4.03174523166446e-05,"90"
"3",0.999959146531745,4.0440429033161e-05,"90"
"4",0.999995687281995,4.37843614042697e-06,"90"
"5",0.999997018555671,2.7897645052851e-06,"95"
"6",0.999948746180303,5.04296746203699e-05,"95"
"7",0.999948900060044,5.05815382269287e-05,"95"
"8",0.999997172435412,2.94162811184395e-06,"95"
"9",0.999998691051972,1.02700079820126e-06,"99"
"10",0.999922011492585,7.67019036597935e-05,"99"
"11",0.999922279042102,7.69659477395819e-05,"99"
"12",0.999998958601489,1.29104487798966e-06,"99"
"13",0.999999472973171,1.78508647510966e-07,"99.9"
"14",0.999877185219092,0.000120864047075802,"99.9"
"15",0.999877530604103,0.000121204906848302,"99.9"
"16",0.999999818358182,5.19368420010658e-07,"99.9"
"17",0.999985442022965,1.43668154113113e-05,"median"
