"","H","C","region"
"1",0.999995733164797,4.33348711435762e-06,"90"
"2",0.999958857466751,4.07257001448337e-05,"90"
"3",0.999958732531044,4.06024024966864e-05,"90"
"4",0.999995608229091,4.21018946621029e-06,"90"
"5",0.999997181892603,2.94542498881189e-06,"95"
"6",0.999948618366664,5.08722243475792e-05,"95"
"7",0.999948451206234,5.07072555932336e-05,"95"
"8",0.999997014732174,2.78045623446625e-06,"95"
"9",0.999998947748033,1.30241142568198e-06,"99"
"10",0.999921931497023,7.73088862056343e-05,"99"
"11",0.999921663322815,7.70442280857386e-05,"99"
"12",0.999998679573825,1.03775330578628e-06,"99"
"13",0.999999801825958,5.36723871194817e-07,"99.9"
"14",0.999877530561944,0.000121204863680782,"99.9"
"15",0.99987718416983,0.000120863013185887,"99.9"
"16",0.999999455433843,1.9487337629976e-07,"99.9"
"17",0.999985396182778,1.44120149187109e-05,"median"
