"","xmin","xmax","ymin","ymax","region"
"1",-1.29695221772882,1.87406260281512,-0.00534443094082371,0.00534443094082371,"90"
"2",-1.42079818634446,2.72945462034378,-0.00718714032892631,0.00718714032892631,"95"
"3",-1.57201519525032,4.96182896842228,-0.0114653809063827,0.0114653809063827,"99"
"4",-1.63953226272054,8.63067694340649,-0.0147916307279807,0.0147916307279807,"99.9"
"5",-0.421302629675131,-0.421302629675131,2.33995273100918e-05,2.33995273100918e-05,"median"
